age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
41,1,488706,15,10,2,5,0,4,1,0,0,40,38,0
49,1,288548,12,14,5,9,4,4,0,0,0,50,38,0
28,2,148429,11,9,2,6,0,4,1,2885,0,40,38,0
56,2,91545,0,6,0,0,4,2,0,0,0,36,38,0
28,2,204734,15,10,2,12,5,4,0,0,0,40,38,0
21,2,203003,0,6,2,2,0,4,1,0,0,40,38,0
42,2,153160,11,9,6,7,4,4,0,0,0,40,38,0
33,4,33404,11,9,0,2,1,4,1,0,0,65,38,1
38,2,102178,11,9,2,13,0,4,1,0,0,50,38,0
52,2,114062,11,9,0,2,4,4,0,0,0,40,38,0
29,2,151476,15,10,5,11,1,4,0,0,0,40,38,0
20,2,107658,15,10,4,12,1,4,0,0,0,10,38,0
36,2,296999,15,10,0,2,1,4,0,0,0,37,38,0
31,2,136398,10,16,2,9,0,1,1,0,0,50,36,1
26,1,150553,9,13,4,0,3,1,0,0,0,50,38,0
25,2,189219,9,13,4,11,3,4,0,0,0,40,38,0
36,1,95855,12,14,2,9,5,4,0,0,0,60,38,1
28,2,334368,15,10,5,0,1,4,0,0,0,40,38,0
49,2,149049,15,10,0,3,1,4,1,14344,0,45,38,1
48,5,224474,15,10,0,3,1,4,0,0,0,40,38,0
39,2,200153,9,13,0,0,1,4,1,0,0,40,38,0
36,2,105021,9,13,2,9,0,4,1,0,0,55,38,0
54,3,149650,11,9,0,7,1,4,1,0,0,40,1,0
40,1,74949,15,10,4,3,1,4,1,0,0,40,38,0
27,2,181659,11,9,2,6,0,4,1,0,0,40,38,0
22,2,378104,11,9,4,5,3,4,1,0,0,40,38,0
46,2,172695,1,7,6,7,1,4,0,0,0,27,7,0
31,2,176185,12,14,2,3,0,4,1,0,0,60,9,1
24,2,204653,15,10,4,2,3,4,1,0,0,40,38,0
28,2,61435,11,9,2,2,0,4,1,0,0,45,38,0
27,1,177072,15,10,4,9,2,4,1,0,0,16,38,0
45,2,190088,11,9,3,0,4,4,0,0,0,30,38,0
51,2,410114,12,14,2,2,0,4,1,0,0,40,38,1
46,2,130779,15,10,2,0,0,4,1,0,0,40,38,0
38,1,73715,15,10,2,10,0,4,1,0,0,60,38,1
21,2,65225,15,10,4,0,1,4,0,0,0,30,38,0
45,2,100651,11,9,0,7,1,4,1,0,1980,40,38,0
27,2,224849,11,9,2,2,0,4,1,0,0,40,38,0
27,2,161155,0,6,4,7,1,4,1,0,0,40,38,0
60,2,85995,12,14,2,0,0,1,1,0,0,50,34,1
23,2,181557,11,9,4,7,3,2,1,0,0,25,38,0
45,1,203322,15,10,0,0,1,4,0,0,0,38,38,0
32,2,94235,11,9,2,2,0,4,1,0,0,40,38,1
19,2,25429,15,10,4,0,3,4,0,0,0,16,38,0
35,2,202397,9,13,2,2,0,1,1,0,0,40,29,1
29,2,134152,11,9,5,6,1,4,1,0,0,40,38,0
65,4,167414,11,9,2,3,0,4,1,0,0,59,38,1
56,2,197114,11,9,4,5,3,4,1,0,0,28,38,0
44,2,54507,11,9,4,6,1,4,0,0,0,40,38,0
31,2,127215,15,10,2,11,0,4,1,0,0,40,38,0
29,2,192283,15,10,4,7,2,4,0,0,0,20,38,0
33,4,177828,11,9,0,2,1,4,1,0,0,50,38,0
42,2,196626,5,4,2,2,0,4,1,0,0,40,38,0
20,2,119215,15,10,4,13,3,4,1,0,0,40,38,0
31,2,217460,9,13,2,3,0,4,1,0,0,40,38,1
32,2,187901,8,11,4,3,1,4,0,0,0,23,38,0
39,2,195253,11,9,2,6,0,4,1,0,0,40,38,1
56,2,83196,11,9,2,3,0,4,1,0,0,50,38,0
41,4,375574,15,10,2,11,0,4,1,0,0,60,25,1
65,0,179985,11,9,0,0,1,4,0,0,0,40,38,0
68,2,161744,0,6,2,11,0,4,1,0,0,16,38,0
58,2,310320,9,13,2,3,0,4,1,0,0,40,38,1
45,4,102771,9,13,2,13,0,4,1,0,0,40,38,1
25,2,93223,15,10,0,9,4,4,0,0,0,35,38,0
51,5,454063,10,16,2,3,0,4,1,7298,0,40,38,1
55,2,49737,15,10,2,11,0,4,1,0,0,50,38,0
20,2,143062,15,10,4,4,3,4,1,0,0,40,38,0
23,2,186666,15,10,4,6,1,4,1,0,0,40,38,0
34,2,176469,9,13,4,11,1,4,1,0,0,38,38,0
33,2,290763,15,10,4,11,1,4,0,0,0,40,38,0
23,2,103277,15,10,0,7,3,4,0,0,0,24,38,0
50,2,215990,11,9,2,2,0,4,1,0,0,40,38,1
42,2,149210,9,13,2,9,0,4,1,7298,0,45,38,1
25,2,200408,15,10,4,12,1,4,1,2174,0,40,38,0
26,2,397317,12,14,4,9,1,4,0,0,1876,40,38,0
33,2,155343,11,9,4,6,4,4,1,0,0,40,38,0
21,2,451996,11,9,4,11,3,4,1,0,0,40,38,0
39,1,305597,11,9,5,3,4,4,1,0,0,40,38,0
27,3,193868,11,9,4,11,1,4,1,0,0,50,38,0
37,2,315291,9,13,4,0,2,2,0,0,0,40,38,0
24,2,585203,9,13,2,3,5,4,0,7688,0,45,38,1
33,2,392812,15,10,2,5,0,4,1,0,0,50,38,1
39,4,247975,15,10,4,2,1,1,1,0,0,30,38,0
25,2,109112,11,9,2,6,0,4,1,0,0,48,38,0
62,2,131117,5,4,0,12,4,4,0,0,0,38,3,0
53,2,137192,9,13,0,3,4,1,1,0,0,50,38,0
29,2,490332,15,10,2,13,0,4,1,0,0,45,38,1
48,2,155664,9,13,2,0,0,4,1,0,0,35,38,1
24,2,317175,9,13,2,11,0,4,1,0,0,45,38,1
61,2,119684,14,15,2,9,0,4,1,15024,0,20,38,1
51,2,203435,11,9,4,5,3,4,0,0,0,40,38,0
30,2,124187,11,9,4,4,3,2,1,0,0,60,38,0
52,2,374883,8,11,4,4,1,4,1,0,0,50,38,0
38,0,303817,15,10,0,3,1,2,0,0,0,40,38,0
37,1,117760,8,11,4,10,1,4,1,4650,0,40,38,0
31,2,349148,11,9,2,2,0,4,1,0,0,40,38,1
19,2,231972,1,7,4,0,3,4,0,0,0,20,38,0
35,2,212465,11,9,2,2,0,4,1,0,0,40,38,1
26,2,132661,11,9,2,3,5,4,0,5013,0,40,38,0
67,2,197816,15,10,2,11,0,4,1,0,1844,70,38,0
36,1,339772,11,9,5,3,1,2,1,0,0,40,38,0
34,3,175761,9,13,2,9,0,4,1,0,0,60,38,1
64,2,110150,11,9,2,10,0,4,1,0,0,40,38,0
18,2,180039,2,8,4,11,3,4,0,0,0,20,38,0
35,4,89508,15,10,2,3,0,4,1,3908,0,60,38,0
41,1,42346,15,10,0,7,1,2,0,0,0,24,38,0
29,2,77760,11,9,2,0,0,4,1,0,0,45,38,0
41,2,150533,11,9,2,11,0,4,1,2829,0,40,38,0
26,2,104045,9,13,4,3,1,4,0,0,0,40,38,0
22,5,262819,15,10,4,0,1,4,0,0,0,40,38,0
25,2,218667,4,3,2,5,3,4,1,0,0,40,38,0
67,1,256821,11,9,0,10,1,2,1,0,0,20,38,0
26,2,68001,12,14,4,9,1,4,0,0,0,40,38,0
20,2,163003,11,9,4,0,4,1,0,0,0,15,38,0
57,2,172291,11,9,0,0,2,2,0,0,0,40,38,0
67,2,171584,9,13,2,10,0,4,1,6514,0,7,38,1
59,2,99131,11,9,6,9,1,4,0,0,0,18,38,0
20,2,216889,15,10,4,10,3,4,1,0,0,40,38,0
46,1,297759,15,10,0,12,1,4,0,0,0,40,38,0
38,2,154641,8,11,2,2,0,4,1,0,0,40,38,0
48,0,167749,11,9,2,0,5,4,0,0,0,40,38,1
66,1,36364,11,9,2,2,0,4,1,0,2267,40,38,0
21,2,113106,15,10,4,7,3,4,0,0,0,30,38,0
43,4,144928,11,9,4,4,1,4,1,0,0,60,38,0
56,4,95763,11,9,2,2,0,4,1,0,0,55,38,0
37,2,113120,8,11,0,9,1,4,0,0,0,40,38,0
26,5,58039,15,10,2,7,0,4,1,0,0,40,38,0
61,2,34632,2,8,3,9,1,4,1,0,0,40,38,0
44,2,328561,8,11,2,0,2,4,0,0,0,20,38,0
46,2,200734,15,10,0,0,4,2,0,0,0,35,37,0
18,2,236262,1,7,4,5,3,4,1,0,0,12,38,0
23,1,336010,9,13,4,0,1,4,1,0,0,32,38,0
42,2,132481,7,12,0,9,1,4,0,0,0,24,38,0
30,2,140869,11,9,4,7,4,4,0,0,0,40,38,0
38,2,167882,15,10,6,7,2,2,0,0,0,45,13,0
36,2,405155,4,3,2,2,0,4,1,0,0,40,25,0
19,2,101549,15,10,4,7,3,4,1,0,0,15,38,0
31,2,129761,11,9,4,3,4,4,0,0,0,40,38,0
27,2,183627,9,13,2,3,0,4,1,0,1977,50,38,1
41,2,114157,11,9,0,6,3,4,1,0,0,40,38,0
57,2,41762,11,9,2,2,0,1,1,0,0,40,34,1
37,2,187748,15,10,2,2,0,4,1,0,0,40,38,0
51,2,255412,9,13,2,3,0,4,1,0,0,50,9,1
23,2,194102,9,13,4,3,4,4,1,0,0,40,38,0
42,2,135056,11,9,4,11,3,4,0,0,0,40,38,0
56,0,107314,15,10,0,0,1,2,0,0,0,40,38,0
39,2,174924,11,9,5,3,1,4,1,14344,0,40,38,1
20,1,163965,11,9,4,7,4,2,0,0,0,40,38,0
38,5,321943,10,16,2,9,0,4,1,0,0,40,38,1
26,2,189238,6,5,4,7,3,4,0,0,0,38,7,0
35,2,172186,15,10,5,2,1,4,1,0,0,40,38,0
30,0,188569,6,5,2,12,0,4,1,0,0,40,38,0
35,2,186934,11,9,2,3,0,4,1,7688,0,50,38,1
23,2,220993,11,9,4,11,1,4,1,0,1590,48,38,0
62,1,197218,11,9,6,7,1,4,0,0,0,18,38,0
33,2,254221,11,9,4,0,1,4,0,0,0,40,38,0
54,2,103345,8,11,2,3,0,4,1,0,0,40,38,1
24,2,325744,11,9,4,2,1,4,1,0,0,40,38,0
70,2,282642,11,9,2,5,0,4,1,0,2174,40,38,1
32,4,173854,9,13,0,9,2,4,1,0,0,35,38,1
44,4,158555,15,10,2,3,0,4,1,0,0,50,38,1
33,2,181388,11,9,5,7,4,4,0,0,0,40,38,0
37,2,237995,8,11,0,6,1,2,1,0,0,48,38,0
50,2,270194,9,13,2,3,0,4,1,0,0,60,38,0
50,4,204402,11,9,2,4,0,4,1,0,0,84,38,1
29,2,160279,11,9,0,6,4,4,1,0,0,40,38,0
53,2,608184,9,13,2,3,0,2,1,0,1902,40,38,1
21,2,25505,8,11,4,0,4,2,0,0,0,35,38,0
27,2,279960,11,9,2,11,0,4,1,0,0,40,38,0
51,2,120914,5,4,2,2,0,4,1,2961,0,40,38,0
26,4,318644,14,15,4,9,3,4,1,0,0,20,38,0
63,4,231105,15,10,2,6,0,4,1,0,0,35,38,1
39,4,188571,1,7,2,13,0,4,1,0,0,40,38,0
31,4,210164,11,9,2,3,0,4,1,0,0,40,38,1
39,2,192614,11,9,2,13,0,4,1,0,0,56,38,0
51,5,237141,12,14,2,3,0,4,1,0,0,40,38,1
27,2,204515,9,13,4,12,1,4,0,0,0,36,38,0
60,2,173960,9,13,0,9,1,4,0,0,0,42,38,0
46,5,162852,11,9,0,0,4,4,0,0,0,40,38,0
50,2,121685,15,10,2,11,0,4,1,0,0,45,38,1
30,2,348592,11,9,2,6,0,4,1,0,0,44,38,0
44,2,163331,15,10,6,0,4,4,0,0,0,32,38,0
38,2,119741,12,14,2,2,0,2,1,0,0,40,38,1
21,5,56582,15,10,4,12,3,4,1,0,0,10,38,0
27,2,146719,11,9,0,11,3,4,0,0,0,35,38,0
32,2,141410,11,9,2,6,0,2,1,0,0,40,38,0
19,2,258470,11,9,4,5,1,4,1,0,0,40,38,0
39,2,204527,10,16,2,9,0,4,1,0,0,50,38,1
36,2,186808,9,13,2,2,3,4,1,0,0,40,38,1
66,2,174276,15,10,6,11,4,4,0,0,0,50,38,1
29,4,96718,11,9,2,2,0,4,1,0,0,37,38,0
48,2,167009,15,10,0,0,1,4,0,0,0,48,38,0
38,1,165799,15,10,4,7,1,4,1,0,0,12,38,0
29,2,157262,12,14,4,3,1,4,0,0,0,45,38,0
47,4,180446,15,10,2,12,0,2,1,0,0,40,38,1
42,2,211517,1,7,2,6,0,4,1,0,0,40,38,0
42,5,167581,9,13,4,0,2,4,0,0,0,40,38,0
35,2,199352,14,15,2,9,0,4,1,0,1977,80,38,1
44,2,259479,11,9,0,13,4,4,1,0,0,50,38,0
59,2,96459,1,7,4,6,1,4,1,0,0,40,38,0
39,2,113481,9,13,2,3,0,4,1,0,0,45,38,1
28,2,232653,9,13,2,3,0,4,1,0,0,40,38,0
48,2,25468,12,14,0,3,1,4,1,99999,0,50,38,1
38,2,201454,15,10,0,0,4,4,0,0,0,40,38,0
62,4,123170,15,10,2,3,0,4,1,0,0,10,38,0
31,2,115488,11,9,2,4,0,4,1,0,0,40,38,0
31,2,132601,15,10,2,3,0,4,1,0,0,40,38,0
24,5,215797,9,13,4,12,1,4,0,0,0,40,38,0
51,1,203334,10,16,0,3,1,4,0,0,0,45,38,1
45,2,261278,9,13,2,9,5,1,0,5178,0,40,29,1
29,2,190539,9,13,4,11,1,4,1,6849,0,48,38,0
21,2,255685,15,10,4,7,3,2,1,0,0,40,27,0
58,2,570562,11,9,6,11,1,4,1,0,0,38,38,0
32,2,73585,8,11,2,2,0,4,1,0,0,40,38,0
40,4,230478,7,12,0,3,1,4,1,0,0,30,38,0
24,2,85041,11,9,5,7,4,4,0,0,0,25,38,0
32,2,370160,15,10,5,3,4,2,0,0,0,40,38,0
58,0,243929,9,13,4,9,1,4,1,0,0,48,38,0
48,3,38240,11,9,2,4,0,4,1,0,0,40,38,1
28,2,214689,9,13,4,5,2,4,1,0,0,25,38,0
35,5,80771,12,14,4,9,1,4,0,0,0,40,38,0
51,2,231181,15,10,4,6,1,4,1,0,0,21,38,0
37,2,632613,0,6,2,4,0,4,1,0,0,35,25,0
35,2,195516,5,4,2,12,0,4,1,0,0,40,25,0
36,4,408427,14,15,2,9,0,4,1,0,0,60,38,1
42,2,397346,11,9,4,2,1,4,1,3325,0,40,38,0
49,2,143482,11,9,0,7,4,4,0,0,0,40,38,0
33,2,189710,5,4,2,4,0,4,1,0,0,45,25,0
33,2,120201,11,9,0,0,3,3,0,0,0,65,38,0
39,2,209397,11,9,0,0,4,4,0,0,0,40,38,0
20,2,38455,0,6,4,7,1,4,1,0,0,40,38,0
25,2,239461,12,14,4,9,3,4,1,0,0,35,38,0
41,2,82778,3,2,2,4,0,4,1,0,0,40,25,0
42,2,367533,0,6,2,2,3,3,1,0,0,43,38,1
49,1,184428,12,14,2,0,0,4,1,0,0,40,38,0
35,2,96824,15,10,0,7,4,4,0,0,0,40,38,0
42,2,100800,11,9,4,2,1,4,1,0,0,40,38,0
32,2,48520,15,10,2,2,0,4,1,0,0,40,38,0
26,2,134945,11,9,4,6,2,4,1,0,0,40,38,0
41,1,37848,11,9,4,7,4,4,0,0,0,25,38,0
55,2,163083,12,14,2,9,0,4,1,0,0,40,38,1
17,2,142457,1,7,4,7,3,2,1,0,0,20,38,0
22,2,305498,11,9,0,11,3,4,0,0,0,33,38,0
42,4,373403,11,9,2,4,0,4,1,0,0,50,38,0
39,2,190297,10,16,2,9,0,4,1,99999,0,55,38,1
63,2,124242,11,9,2,0,0,2,1,0,0,40,38,0
41,2,41901,15,10,4,2,1,4,1,0,1408,40,38,0
54,1,173050,12,14,2,9,0,4,1,7688,0,40,38,1
21,2,213341,1,7,3,5,3,4,1,0,1762,40,5,0
24,2,278130,11,9,4,2,3,4,1,0,0,40,38,0
49,0,216453,8,11,0,3,4,2,0,0,0,45,38,0
61,2,120939,14,15,2,13,0,4,1,0,0,5,38,1
51,4,85902,0,6,6,13,2,4,0,0,0,40,38,0
55,2,176897,15,10,0,12,1,4,1,0,0,40,38,0
67,4,195066,11,9,2,4,0,4,1,0,0,50,38,0
39,2,99270,11,9,0,0,3,4,0,0,0,40,38,0
36,2,34744,7,12,0,7,4,4,0,0,0,37,38,0
36,1,241998,9,13,2,9,0,4,1,0,1672,50,38,0
35,2,491000,8,11,0,9,3,2,1,0,0,40,38,0
47,2,280483,11,9,5,2,4,2,0,0,0,40,38,0
60,2,178312,11,9,2,11,0,4,1,7298,0,65,38,1
21,1,309348,15,10,4,0,1,4,0,594,0,4,38,0
33,2,342730,15,10,2,11,0,4,1,0,0,52,38,0
25,2,134113,9,13,4,0,1,4,1,0,0,30,38,0
56,4,172618,9,13,2,9,0,4,1,7688,0,40,38,1
50,2,162632,11,9,2,2,0,4,1,0,0,2,38,0
30,2,145714,8,11,4,9,1,4,1,0,0,40,38,0
36,1,212856,1,7,4,7,4,4,0,0,0,23,38,0
55,2,130957,11,9,2,2,0,4,1,0,0,45,38,0
26,2,212304,5,4,4,6,3,4,1,0,0,48,38,0
19,2,223669,15,10,4,7,3,4,1,0,0,30,38,0
37,2,186434,11,9,2,7,0,2,1,0,0,40,38,1
23,2,105617,6,5,4,13,3,4,1,0,0,40,38,0
32,1,186784,9,13,2,9,5,4,0,5013,0,45,38,0
40,3,157240,12,14,2,3,5,4,0,15024,0,30,19,1
46,2,189498,9,13,2,9,0,4,1,0,1848,45,38,1
51,2,131068,11,9,0,7,1,4,0,0,0,40,38,0
61,2,227468,11,9,0,0,4,2,0,0,0,40,38,0
43,2,416338,9,13,4,11,1,4,1,0,0,50,38,0
37,2,126675,15,10,2,3,0,4,1,0,0,57,38,0
66,2,169435,11,9,6,2,1,4,1,0,0,16,38,0
56,2,189975,15,10,2,2,0,4,1,0,1902,60,38,1
55,0,305850,14,15,2,3,0,4,1,15024,0,40,38,1
44,5,96249,15,10,2,3,0,4,1,3411,0,40,38,0
43,1,115603,15,10,0,0,4,4,0,0,0,40,38,0
24,2,291979,11,9,4,4,1,4,1,0,0,40,38,0
43,4,101534,15,10,2,3,0,4,1,0,1902,15,38,1
27,2,207213,11,9,4,5,3,4,1,0,0,40,38,0
44,2,216907,7,12,2,2,0,4,1,0,1848,40,38,1
25,2,151810,11,9,4,6,1,2,1,0,0,28,38,0
22,2,138513,15,10,4,2,3,4,1,0,0,40,38,0
30,2,316606,9,13,2,7,5,4,0,0,0,40,38,0
47,2,70943,11,9,2,6,0,4,1,5178,0,40,38,1
35,2,135162,15,10,2,2,0,4,1,0,0,50,38,0
44,2,198282,12,14,2,3,0,4,1,15024,0,40,38,1
57,2,300908,7,12,0,6,1,4,1,0,0,75,38,0
39,1,189911,1,7,0,0,4,4,0,0,0,40,38,0
55,4,185195,9,13,2,3,0,4,1,0,0,40,38,1
56,0,67153,12,14,2,3,0,4,1,0,0,40,31,1
44,2,155701,5,4,5,7,4,4,0,0,0,38,28,0
36,2,297847,11,9,4,7,1,2,0,0,2001,40,38,0
48,2,176810,11,9,2,7,0,4,1,0,0,40,38,0
59,2,291529,0,6,6,6,1,4,1,0,0,52,38,0
33,2,288398,9,13,0,0,1,4,0,0,0,45,38,0
23,2,615367,9,13,4,11,1,4,0,0,0,40,38,0
49,1,34021,9,13,4,9,3,4,0,0,0,50,38,0
44,2,300528,1,7,2,0,0,4,1,0,0,40,38,1
40,0,280167,12,14,2,9,0,4,1,0,0,40,38,1
30,2,315640,10,16,2,9,0,1,1,0,1977,40,2,1
34,2,226443,14,15,2,9,0,4,1,0,0,55,38,1
40,2,222011,12,14,4,9,1,4,0,0,0,45,38,1
40,2,125776,8,11,2,0,0,4,1,0,0,40,38,1
27,2,176972,8,11,4,2,1,4,1,0,0,40,38,0
32,2,203674,7,12,0,9,4,4,0,0,880,36,38,0
58,2,310085,4,3,2,6,0,4,1,0,0,40,38,0
22,2,100345,9,13,4,2,1,4,1,13550,0,55,38,1
46,3,235320,12,14,0,11,1,4,1,0,0,60,38,1
56,2,204816,11,9,2,11,0,4,1,0,0,55,38,1
31,2,22201,11,9,2,0,0,0,1,0,0,40,38,1
22,5,119838,15,10,4,7,3,4,1,0,0,10,38,0
36,2,83471,11,9,6,7,4,1,0,0,0,20,38,0
47,2,354148,14,15,2,9,0,4,1,99999,0,48,38,1
27,2,302406,15,10,2,11,0,4,1,0,0,40,38,1
17,2,198146,1,7,4,11,3,4,0,0,0,16,38,0
33,2,135312,9,13,4,9,1,4,1,0,0,40,38,1
26,5,294400,11,9,2,10,0,4,1,0,0,38,38,0
47,2,120131,11,9,2,2,0,4,1,0,0,50,38,1
42,2,162140,9,13,2,3,0,4,1,7298,0,45,38,1
39,2,355468,11,9,2,11,0,4,1,0,1887,46,38,1
36,2,130926,9,13,0,0,1,4,0,3674,0,40,38,0
41,2,107306,11,9,4,3,1,4,1,2174,0,40,38,0
41,4,143129,9,13,0,3,1,4,0,0,0,40,38,0
23,2,239663,15,10,4,5,3,4,1,2597,0,50,38,0
20,2,164574,11,9,4,7,3,4,1,0,0,30,38,0
23,2,230704,15,10,4,5,3,2,1,0,0,22,38,0
35,2,186110,11,9,0,13,1,4,1,0,0,45,38,0
27,2,167501,9,13,4,3,3,4,0,0,0,40,38,0
53,2,163678,15,10,2,11,0,4,1,0,0,40,38,1
42,2,200574,15,10,2,11,0,4,1,0,0,40,38,0
54,1,54377,12,14,0,9,1,4,0,0,0,40,38,0
40,2,225660,9,13,2,3,5,4,0,0,0,45,38,1
20,2,54012,11,9,4,5,3,4,1,0,0,40,38,0
50,2,177896,10,16,2,9,0,4,1,0,0,40,38,1
29,2,140830,11,9,4,7,3,4,0,0,0,40,38,0
22,2,110677,15,10,5,7,3,4,0,0,0,40,38,0
24,2,275691,1,7,4,13,3,4,1,0,0,39,38,0
46,2,174224,8,11,0,10,1,2,1,0,0,40,38,0
23,5,173945,9,13,4,9,3,4,0,0,0,27,38,0
30,2,207564,15,10,2,0,5,4,0,0,0,40,38,0
55,5,169482,11,9,2,4,0,4,1,0,0,40,38,1
58,2,182123,11,9,2,6,0,4,1,0,0,44,38,0
45,3,145290,11,9,2,7,0,4,1,0,0,40,38,1
19,2,283945,15,10,4,0,3,4,1,0,0,25,38,0
69,5,163689,15,10,2,13,0,4,1,0,0,16,38,0
55,2,190257,11,9,2,4,0,4,1,0,0,53,38,1
57,2,133902,11,9,6,3,4,4,0,0,0,45,38,0
36,2,301227,4,3,5,8,4,3,0,0,0,35,25,0
57,2,141326,11,9,2,11,0,4,1,0,0,50,38,1
47,5,306473,7,12,2,13,0,4,1,0,0,40,38,0
28,2,201861,15,10,2,6,0,4,1,0,0,45,38,0
44,2,169397,11,9,2,2,0,4,1,0,0,40,38,1
42,0,70240,15,10,0,3,4,1,0,0,0,40,38,0
55,2,259532,5,4,2,13,0,4,1,0,0,50,38,0
31,0,210926,11,9,5,5,4,4,0,0,0,40,38,0
23,2,208946,9,13,4,11,3,4,1,0,0,32,38,0
55,3,124137,15,10,2,11,0,4,1,0,0,40,38,1
39,2,257726,15,10,4,6,3,4,1,0,0,40,38,0
43,2,110970,9,13,2,9,0,4,1,0,1902,40,38,1
23,2,133061,11,9,2,11,0,4,1,0,0,80,38,0
37,2,349689,11,9,0,0,4,4,0,0,0,40,38,0
39,1,170382,12,14,2,9,5,4,0,0,0,50,8,1
25,1,163101,9,13,4,9,1,4,1,0,0,45,38,0
52,0,76131,15,10,2,3,5,1,0,0,0,40,38,1
41,2,433989,8,11,2,11,0,4,1,4386,0,60,38,1
34,2,127610,9,13,4,9,3,4,0,0,0,15,38,0
22,2,231912,8,11,4,0,3,4,0,0,0,37,38,0
53,2,234721,1,7,2,5,0,2,1,0,0,40,38,0
28,1,401886,11,9,4,0,2,4,1,0,0,20,38,0
30,0,295010,9,13,4,10,1,4,0,0,0,60,38,1
35,2,182898,11,9,4,0,1,4,1,8614,0,40,38,1
66,3,220543,11,9,2,0,5,4,0,0,0,40,38,1
48,1,242923,11,9,2,12,5,4,0,0,1848,40,38,1
38,2,342448,15,10,2,3,0,4,1,0,0,55,38,1
39,5,141420,15,10,2,10,0,4,1,0,0,40,38,0
25,2,248990,0,6,2,6,0,4,1,0,0,40,12,0
63,2,254907,8,11,0,7,1,4,0,0,0,20,38,0
47,5,207120,8,11,2,3,0,4,1,0,0,38,38,1
63,1,41161,11,9,2,3,0,4,1,0,0,55,38,0
23,2,194096,9,13,4,3,3,4,0,0,0,40,38,0
22,2,180052,15,10,4,11,3,4,1,0,0,20,38,0
25,2,171114,11,9,4,0,1,4,0,0,0,48,38,0
34,2,56026,11,9,2,4,0,4,1,0,0,60,38,1
23,2,199884,11,9,4,0,4,4,0,0,0,45,38,0
55,4,41938,9,13,2,9,5,4,0,0,0,8,38,0
40,2,235786,15,10,2,2,0,4,1,0,0,44,38,1
41,2,107584,15,10,5,13,1,4,1,0,0,35,38,0
48,2,62605,11,9,0,0,1,4,0,0,0,35,38,0
43,5,438427,15,10,0,0,1,2,0,0,0,40,38,0
40,1,370502,15,10,2,5,0,4,1,0,0,40,25,0
65,1,143570,15,10,4,9,1,2,0,0,0,40,38,0
25,2,117833,9,13,4,9,1,4,0,0,1876,40,38,0
25,2,98283,9,13,4,9,3,1,1,0,0,40,38,0
22,2,207782,7,12,4,5,3,4,1,0,0,20,38,0
26,2,160300,11,9,4,6,3,4,1,0,0,40,38,0
32,2,202498,1,7,2,5,0,4,1,0,0,40,3,0
27,1,163862,11,9,2,13,0,4,1,0,0,60,38,0
22,2,100587,15,10,4,7,3,2,0,0,0,15,38,0
34,2,123270,11,9,2,2,0,4,1,0,0,40,38,1
32,2,262153,11,9,2,6,0,4,1,0,0,40,38,0
21,2,186849,11,9,4,5,3,4,1,0,0,40,38,0
62,2,132917,15,10,2,13,0,2,1,0,0,20,38,0
52,2,202956,5,4,2,2,0,4,1,0,0,40,38,0
51,3,229465,12,14,2,3,0,4,1,15024,0,50,38,1
57,4,315460,14,15,2,9,0,4,1,0,0,36,38,0
36,2,179666,2,8,2,2,0,3,1,0,0,40,38,0
27,2,298635,12,14,2,9,0,1,1,0,0,40,16,1
70,2,77219,11,9,2,2,0,4,1,0,0,37,38,0
31,2,27856,11,9,4,7,4,4,0,0,0,8,38,0
20,2,113200,15,10,4,5,3,4,0,0,0,6,38,0
32,5,175931,11,9,2,10,0,4,1,0,0,40,38,0
20,2,38620,15,10,4,7,3,4,1,0,0,20,38,0
23,2,27776,15,10,2,13,0,4,1,0,0,24,38,0
31,2,182177,9,13,2,7,0,4,1,0,0,40,40,0
46,4,231347,15,10,5,9,1,4,1,0,0,20,38,0
39,1,203482,12,14,2,9,0,4,1,7298,0,40,38,1
27,2,158156,10,16,4,9,1,4,0,0,0,70,38,0
40,2,305846,15,10,2,0,5,4,0,0,0,40,38,1
34,2,181311,1,7,2,6,0,4,1,0,0,40,38,0
35,2,407068,3,2,3,7,1,4,1,0,0,40,12,0
53,5,77651,11,9,2,2,0,4,1,0,0,40,38,0
30,2,86808,9,13,4,9,2,4,0,0,0,40,38,0
17,3,61838,0,6,4,2,3,4,1,0,0,40,38,0
67,0,44774,9,13,6,0,1,4,0,0,0,40,38,0
28,2,293398,11,9,5,11,4,2,0,0,0,40,38,0
43,1,233865,11,9,2,3,0,4,1,0,0,40,38,1
48,2,196107,11,9,0,0,1,4,0,0,0,30,38,0
45,0,45891,15,10,0,0,4,4,1,0,0,42,38,0
48,4,209146,11,9,2,13,0,4,1,0,0,60,38,0
47,2,93557,11,9,2,4,0,4,1,0,0,40,38,0
27,2,128730,8,11,4,3,1,4,1,10520,0,65,11,1
18,2,159561,1,7,4,13,3,4,1,0,0,20,38,0
54,4,199741,11,9,6,2,1,4,1,0,2001,35,38,0
52,2,90189,5,4,0,8,3,2,0,0,0,16,38,0
52,2,190909,11,9,2,3,0,4,1,0,0,40,38,1
46,0,330901,15,10,2,3,0,2,1,0,0,40,38,0
49,2,138370,12,14,3,10,1,1,1,0,0,40,18,0
36,2,179468,11,9,0,2,1,4,1,0,0,40,38,0
